antecedent,consequent,support,confidence,lift,conviction,demographic_attrs,response_attrs,n_instances
is_refusal=False & race_ethnicity=a White person & religion=who is Hindu & sentiment_bin=neutral,length_bin=medium,0.032,0.888888888888889,1.3266998341625207,2.970000000000001,"religion=who is Hindu, race_ethnicity=a White person","length_bin=medium, is_refusal=False, sentiment_bin=neutral",16
age_group=a 25-year-old & regard_bin=neutral,length_bin=medium & sentiment_bin=neutral,0.052,0.6341463414634145,1.326665986325135,1.4267999999999996,age_group=a 25-year-old,"length_bin=medium, sentiment_bin=neutral, regard_bin=neutral",26
age_group=a 25-year-old & is_refusal=False & regard_bin=neutral,length_bin=medium & sentiment_bin=neutral,0.052,0.6341463414634145,1.326665986325135,1.4267999999999996,age_group=a 25-year-old,"sentiment_bin=neutral, length_bin=medium, is_refusal=False, regard_bin=neutral",26
category=social & length_bin=medium & race_ethnicity=a Hispanic person,regard_bin=positive,0.034,0.9444444444444445,1.326466916354557,5.184000000000009,race_ethnicity=a Hispanic person,"regard_bin=positive, length_bin=medium",17
category=social & is_refusal=False & length_bin=medium & race_ethnicity=a Hispanic person,regard_bin=positive,0.034,0.9444444444444445,1.326466916354557,5.184000000000009,race_ethnicity=a Hispanic person,"regard_bin=positive, is_refusal=False, length_bin=medium",17
race_ethnicity=a Hispanic person & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral & toxicity_bin=low,0.056,0.5833333333333334,1.325757575757576,1.3440000000000003,"race_ethnicity=a Hispanic person, socioeconomic=from a wealthy family","sentiment_bin=neutral, toxicity_bin=low, regard_bin=positive",28
gender=a non-binary person & religion=who is Muslim & toxicity_bin=low,length_bin=medium & regard_bin=positive,0.042,0.6363636363636364,1.3257575757575757,1.43,"gender=a non-binary person, religion=who is Muslim","length_bin=medium, regard_bin=positive, toxicity_bin=low",21
age_group=a 25-year-old & category=financial,length_bin=medium & sentiment_bin=neutral,0.038,0.6333333333333333,1.3249651324965133,1.4236363636363636,age_group=a 25-year-old,"length_bin=medium, sentiment_bin=neutral",19
gender=a man & religion=who is atheist,length_bin=medium & sentiment_bin=neutral,0.038,0.6333333333333333,1.3249651324965133,1.4236363636363636,"gender=a man, religion=who is atheist","sentiment_bin=neutral, length_bin=medium",19
age_group=a 25-year-old & category=financial & is_refusal=False,length_bin=medium & sentiment_bin=neutral,0.038,0.6333333333333333,1.3249651324965133,1.4236363636363636,age_group=a 25-year-old,"sentiment_bin=neutral, length_bin=medium, is_refusal=False",19
gender=a man & is_refusal=False & religion=who is atheist,length_bin=medium & sentiment_bin=neutral,0.038,0.6333333333333333,1.3249651324965133,1.4236363636363636,"gender=a man, religion=who is atheist","sentiment_bin=neutral, length_bin=medium, is_refusal=False",19
race_ethnicity=a Hispanic person & regard_bin=positive & sentiment_bin=positive,is_refusal=False & length_bin=medium,0.03,0.8823529411764705,1.3248542660307363,2.8389999999999964,race_ethnicity=a Hispanic person,"is_refusal=False, length_bin=medium, regard_bin=positive, sentiment_bin=positive",15
length_bin=medium & race_ethnicity=an Asian person & sentiment_bin=positive,regard_bin=positive & toxicity_bin=low,0.038,0.8636363636363636,1.3245956497490239,2.552,race_ethnicity=an Asian person,"toxicity_bin=low, regard_bin=positive, length_bin=medium, sentiment_bin=positive",19
race_ethnicity=an Asian person & religion=who is atheist & sentiment_bin=neutral,regard_bin=positive & toxicity_bin=low,0.038,0.8636363636363636,1.3245956497490239,2.552,"race_ethnicity=an Asian person, religion=who is atheist","toxicity_bin=low, regard_bin=positive, sentiment_bin=neutral",19
category=education & socioeconomic=from a low-income family,is_refusal=False & length_bin=medium & sentiment_bin=neutral,0.034,0.6296296296296297,1.3227513227513228,1.4148,socioeconomic=from a low-income family,"is_refusal=False, length_bin=medium, sentiment_bin=neutral",17
gender=a non-binary person & length_bin=medium & sentiment_bin=positive,regard_bin=positive & toxicity_bin=low,0.05,0.8620689655172414,1.3221916649037444,2.523000000000001,gender=a non-binary person,"toxicity_bin=low, regard_bin=positive, length_bin=medium, sentiment_bin=positive",25
age_group=a 25-year-old & sentiment_bin=positive,length_bin=medium & regard_bin=positive & toxicity_bin=low,0.05,0.5813953488372093,1.3213530655391121,1.337777777777778,age_group=a 25-year-old,"length_bin=medium, toxicity_bin=low, regard_bin=positive, sentiment_bin=positive",25
race_ethnicity=a Hispanic person & sentiment_bin=positive,is_refusal=False & length_bin=medium,0.044,0.8799999999999999,1.321321321321321,2.7833333333333306,race_ethnicity=a Hispanic person,"is_refusal=False, length_bin=medium, sentiment_bin=positive",22
race_ethnicity=a Hispanic person & sentiment_bin=positive & toxicity_bin=low,is_refusal=False & length_bin=medium,0.044,0.8799999999999999,1.321321321321321,2.7833333333333306,race_ethnicity=a Hispanic person,"is_refusal=False, length_bin=medium, toxicity_bin=low, sentiment_bin=positive",22
age_group=a 25-year-old & religion=who is atheist,length_bin=medium & regard_bin=positive,0.052,0.6341463414634145,1.3211382113821137,1.421333333333333,"religion=who is atheist, age_group=a 25-year-old","length_bin=medium, regard_bin=positive",26
age_group=a 25-year-old & is_refusal=False & religion=who is atheist,length_bin=medium & regard_bin=positive,0.052,0.6341463414634145,1.3211382113821137,1.421333333333333,"religion=who is atheist, age_group=a 25-year-old","length_bin=medium, regard_bin=positive, is_refusal=False",26
gender=a man & religion=who is atheist,length_bin=medium & regard_bin=positive,0.038,0.6333333333333333,1.3194444444444444,1.4181818181818182,"gender=a man, religion=who is atheist","length_bin=medium, regard_bin=positive",19
gender=a man & is_refusal=False & religion=who is atheist,length_bin=medium & regard_bin=positive,0.038,0.6333333333333333,1.3194444444444444,1.4181818181818182,"gender=a man, religion=who is atheist","length_bin=medium, regard_bin=positive, is_refusal=False",19
age_group=a 25-year-old & sentiment_bin=positive,is_refusal=False & length_bin=medium & regard_bin=positive,0.054,0.627906976744186,1.3191323040844245,1.40825,age_group=a 25-year-old,"is_refusal=False, length_bin=medium, regard_bin=positive, sentiment_bin=positive",27
category=healthcare & race_ethnicity=a Hispanic person,is_refusal=False & regard_bin=positive & toxicity_bin=low,0.036,0.857142857142857,1.3186813186813184,2.449999999999997,race_ethnicity=a Hispanic person,"is_refusal=False, toxicity_bin=low, regard_bin=positive",18
category=education & socioeconomic=from a low-income family,length_bin=medium & sentiment_bin=neutral,0.034,0.6296296296296297,1.3172167983883467,1.4094000000000002,socioeconomic=from a low-income family,"length_bin=medium, sentiment_bin=neutral",17
age_group=a 25-year-old & category=financial & toxicity_bin=low,length_bin=medium & sentiment_bin=neutral,0.034,0.6296296296296297,1.3172167983883467,1.4094000000000002,age_group=a 25-year-old,"sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",17
category=education & is_refusal=False & socioeconomic=from a low-income family,length_bin=medium & sentiment_bin=neutral,0.034,0.6296296296296297,1.3172167983883467,1.4094000000000002,socioeconomic=from a low-income family,"sentiment_bin=neutral, length_bin=medium, is_refusal=False",17
race_ethnicity=a Hispanic person & regard_bin=positive & sentiment_bin=positive,length_bin=medium,0.03,0.8823529411764705,1.3169446883230902,2.8049999999999966,race_ethnicity=a Hispanic person,"length_bin=medium, sentiment_bin=positive, regard_bin=positive",15
is_refusal=False & race_ethnicity=a Hispanic person & regard_bin=positive & sentiment_bin=positive,length_bin=medium,0.03,0.8823529411764705,1.3169446883230902,2.8049999999999966,race_ethnicity=a Hispanic person,"length_bin=medium, is_refusal=False, regard_bin=positive, sentiment_bin=positive",15
race_ethnicity=a Hispanic person & regard_bin=positive & sentiment_bin=positive & toxicity_bin=low,length_bin=medium,0.03,0.8823529411764705,1.3169446883230902,2.8049999999999966,race_ethnicity=a Hispanic person,"length_bin=medium, regard_bin=positive, toxicity_bin=low, sentiment_bin=positive",15
gender=a man & religion=who is atheist & toxicity_bin=low,regard_bin=positive & sentiment_bin=neutral,0.032,0.64,1.316872427983539,1.4277777777777778,"gender=a man, religion=who is atheist","sentiment_bin=neutral, regard_bin=positive, toxicity_bin=low",16
gender=a woman & length_bin=medium & race_ethnicity=a White person,regard_bin=positive & sentiment_bin=neutral,0.032,0.64,1.316872427983539,1.4277777777777778,"gender=a woman, race_ethnicity=a White person","sentiment_bin=neutral, regard_bin=positive, length_bin=medium",16
age_group=a 25-year-old & gender=a non-binary person & sentiment_bin=positive & toxicity_bin=low,regard_bin=positive,0.03,0.9375,1.3167134831460674,4.6080000000000005,"age_group=a 25-year-old, gender=a non-binary person","regard_bin=positive, toxicity_bin=low, sentiment_bin=positive",15
race_ethnicity=a White person & religion=who is atheist,is_refusal=False & sentiment_bin=neutral & toxicity_bin=low,0.032,0.8421052631578948,1.3157894736842106,2.2800000000000007,"religion=who is atheist, race_ethnicity=a White person","is_refusal=False, toxicity_bin=low, sentiment_bin=neutral",16
religion=who is Christian & socioeconomic=from a wealthy family,is_refusal=False & regard_bin=positive & sentiment_bin=neutral,0.042,0.6363636363636364,1.314800901577761,1.419,"religion=who is Christian, socioeconomic=from a wealthy family","is_refusal=False, sentiment_bin=neutral, regard_bin=positive",21
category=healthcare & race_ethnicity=a Hispanic person,regard_bin=positive & toxicity_bin=low,0.036,0.857142857142857,1.314636283961437,2.4359999999999973,race_ethnicity=a Hispanic person,"toxicity_bin=low, regard_bin=positive",18
age_group=a 65-year-old & category=financial & sentiment_bin=neutral,regard_bin=positive & toxicity_bin=low,0.036,0.857142857142857,1.314636283961437,2.4359999999999973,age_group=a 65-year-old,"toxicity_bin=low, regard_bin=positive, sentiment_bin=neutral",18
category=healthcare & is_refusal=False & race_ethnicity=a Hispanic person,regard_bin=positive & toxicity_bin=low,0.036,0.857142857142857,1.314636283961437,2.4359999999999973,race_ethnicity=a Hispanic person,"toxicity_bin=low, regard_bin=positive, is_refusal=False",18
religion=who is Christian & socioeconomic=from a wealthy family,length_bin=medium & sentiment_bin=neutral & toxicity_bin=low,0.038,0.5757575757575757,1.31451501314515,1.3247142857142857,"religion=who is Christian, socioeconomic=from a wealthy family","sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",19
category=criminal_justice & gender=a non-binary person & sentiment_bin=neutral,is_refusal=False & length_bin=medium,0.042,0.875,1.3138138138138138,2.6719999999999997,gender=a non-binary person,"is_refusal=False, length_bin=medium, sentiment_bin=neutral",21
race_ethnicity=a Hispanic person & sentiment_bin=positive,length_bin=medium,0.044,0.8799999999999999,1.3134328358208953,2.7499999999999973,race_ethnicity=a Hispanic person,"length_bin=medium, sentiment_bin=positive",22
is_refusal=False & race_ethnicity=a Hispanic person & sentiment_bin=positive,length_bin=medium,0.044,0.8799999999999999,1.3134328358208953,2.7499999999999973,race_ethnicity=a Hispanic person,"length_bin=medium, is_refusal=False, sentiment_bin=positive",22
race_ethnicity=a Hispanic person & sentiment_bin=positive & toxicity_bin=low,length_bin=medium,0.044,0.8799999999999999,1.3134328358208953,2.7499999999999973,race_ethnicity=a Hispanic person,"length_bin=medium, toxicity_bin=low, sentiment_bin=positive",22
is_refusal=False & race_ethnicity=a Hispanic person & sentiment_bin=positive & toxicity_bin=low,length_bin=medium,0.044,0.8799999999999999,1.3134328358208953,2.7499999999999973,race_ethnicity=a Hispanic person,"length_bin=medium, is_refusal=False, toxicity_bin=low, sentiment_bin=positive",22
age_group=a 25-year-old & race_ethnicity=a Hispanic person,regard_bin=positive & sentiment_bin=neutral & toxicity_bin=low,0.052,0.5777777777777777,1.313131313131313,1.3263157894736841,"age_group=a 25-year-old, race_ethnicity=a Hispanic person","sentiment_bin=neutral, toxicity_bin=low, regard_bin=positive",26
category=criminal_justice & gender=a non-binary person,is_refusal=False & length_bin=medium & regard_bin=positive,0.04,0.625,1.3130252100840336,1.3973333333333333,gender=a non-binary person,"is_refusal=False, length_bin=medium, regard_bin=positive",20
category=employment & race_ethnicity=a Hispanic person,is_refusal=False & sentiment_bin=neutral & toxicity_bin=low,0.042,0.84,1.3125,2.2499999999999996,race_ethnicity=a Hispanic person,"is_refusal=False, sentiment_bin=neutral, toxicity_bin=low",21
race_ethnicity=a White person & religion=who is atheist,sentiment_bin=neutral & toxicity_bin=low,0.032,0.8421052631578948,1.311690441055911,2.267333333333334,"religion=who is atheist, race_ethnicity=a White person","sentiment_bin=neutral, toxicity_bin=low",16
age_group=a 65-year-old & gender=a man & socioeconomic=from a low-income family,sentiment_bin=neutral & toxicity_bin=low,0.032,0.8421052631578948,1.311690441055911,2.267333333333334,"gender=a man, socioeconomic=from a low-income family, age_group=a 65-year-old","sentiment_bin=neutral, toxicity_bin=low",16
gender=a non-binary person & regard_bin=positive & religion=who is atheist,sentiment_bin=neutral & toxicity_bin=low,0.032,0.8421052631578948,1.311690441055911,2.267333333333334,"religion=who is atheist, gender=a non-binary person","sentiment_bin=neutral, toxicity_bin=low, regard_bin=positive",16
gender=a woman & length_bin=medium & religion=who is Hindu,sentiment_bin=neutral & toxicity_bin=low,0.032,0.8421052631578948,1.311690441055911,2.267333333333334,"gender=a woman, religion=who is Hindu","sentiment_bin=neutral, toxicity_bin=low, length_bin=medium",16
is_refusal=False & race_ethnicity=a White person & religion=who is atheist,sentiment_bin=neutral & toxicity_bin=low,0.032,0.8421052631578948,1.311690441055911,2.267333333333334,"religion=who is atheist, race_ethnicity=a White person","sentiment_bin=neutral, toxicity_bin=low, is_refusal=False",16
age_group=a 65-year-old & category=financial,length_bin=medium & regard_bin=positive & toxicity_bin=low,0.03,0.576923076923077,1.3111888111888113,1.323636363636364,age_group=a 65-year-old,"length_bin=medium, toxicity_bin=low, regard_bin=positive",15
category=financial & socioeconomic=from a wealthy family,is_refusal=False & sentiment_bin=neutral & toxicity_bin=low,0.052,0.8387096774193548,1.3104838709677418,2.231999999999999,socioeconomic=from a wealthy family,"is_refusal=False, sentiment_bin=neutral, toxicity_bin=low",26
gender=a non-binary person & race_ethnicity=a White person & sentiment_bin=neutral,length_bin=medium & regard_bin=positive,0.044,0.6285714285714284,1.3095238095238093,1.3999999999999997,"gender=a non-binary person, race_ethnicity=a White person","length_bin=medium, regard_bin=positive, sentiment_bin=neutral",22
religion=who is Christian & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral,0.042,0.6363636363636364,1.3093901982790872,1.4135,"religion=who is Christian, socioeconomic=from a wealthy family","sentiment_bin=neutral, regard_bin=positive",21
is_refusal=False & religion=who is Christian & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral,0.042,0.6363636363636364,1.3093901982790872,1.4135,"religion=who is Christian, socioeconomic=from a wealthy family","sentiment_bin=neutral, regard_bin=positive, is_refusal=False",21
category=employment & race_ethnicity=a Hispanic person,sentiment_bin=neutral & toxicity_bin=low,0.042,0.84,1.308411214953271,2.2374999999999994,race_ethnicity=a Hispanic person,"sentiment_bin=neutral, toxicity_bin=low",21
category=employment & is_refusal=False & race_ethnicity=a Hispanic person,sentiment_bin=neutral & toxicity_bin=low,0.042,0.84,1.308411214953271,2.2374999999999994,race_ethnicity=a Hispanic person,"sentiment_bin=neutral, toxicity_bin=low, is_refusal=False",21
age_group=a 25-year-old & sentiment_bin=positive,length_bin=medium & regard_bin=positive,0.054,0.627906976744186,1.308139534883721,1.3975,age_group=a 25-year-old,"length_bin=medium, regard_bin=positive, sentiment_bin=positive",27
age_group=a 25-year-old & is_refusal=False & sentiment_bin=positive,length_bin=medium & regard_bin=positive,0.054,0.627906976744186,1.308139534883721,1.3975,age_group=a 25-year-old,"length_bin=medium, regard_bin=positive, is_refusal=False, sentiment_bin=positive",27
age_group=a 25-year-old & race_ethnicity=a Hispanic person & socioeconomic=from a wealthy family,is_refusal=False & sentiment_bin=neutral,0.042,0.9130434782608696,1.3080852124081228,3.473000000000003,"age_group=a 25-year-old, race_ethnicity=a Hispanic person, socioeconomic=from a wealthy family","is_refusal=False, sentiment_bin=neutral",21
gender=a man & regard_bin=positive & religion=who is atheist,length_bin=medium & sentiment_bin=neutral,0.03,0.625,1.3075313807531381,1.3920000000000001,"gender=a man, religion=who is atheist","sentiment_bin=neutral, length_bin=medium, regard_bin=positive",15
category=financial & socioeconomic=from a wealthy family,sentiment_bin=neutral & toxicity_bin=low,0.052,0.8387096774193548,1.3064013666968142,2.219599999999999,socioeconomic=from a wealthy family,"sentiment_bin=neutral, toxicity_bin=low",26
category=financial & is_refusal=False & socioeconomic=from a wealthy family,sentiment_bin=neutral & toxicity_bin=low,0.052,0.8387096774193548,1.3064013666968142,2.219599999999999,socioeconomic=from a wealthy family,"sentiment_bin=neutral, toxicity_bin=low, is_refusal=False",26
category=criminal_justice & gender=a non-binary person,length_bin=medium,0.056,0.875,1.3059701492537312,2.6399999999999997,gender=a non-binary person,length_bin=medium,28
age_group=a 25-year-old & race_ethnicity=a Hispanic person & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.042,0.9130434782608696,1.3043478260869568,3.450000000000003,"age_group=a 25-year-old, race_ethnicity=a Hispanic person, socioeconomic=from a wealthy family",sentiment_bin=neutral,21
age_group=a 25-year-old & is_refusal=False & race_ethnicity=a Hispanic person & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.042,0.9130434782608696,1.3043478260869568,3.450000000000003,"age_group=a 25-year-old, race_ethnicity=a Hispanic person, socioeconomic=from a wealthy family","sentiment_bin=neutral, is_refusal=False",21
category=healthcare & gender=a man & sentiment_bin=neutral,regard_bin=positive & toxicity_bin=low,0.034,0.8500000000000001,1.303680981595092,2.320000000000001,gender=a man,"toxicity_bin=low, regard_bin=positive, sentiment_bin=neutral",17
age_group=a 25-year-old & gender=a woman & socioeconomic=from a wealthy family,length_bin=medium & toxicity_bin=low,0.04,0.7999999999999999,1.3029315960912051,1.9299999999999995,"age_group=a 25-year-old, gender=a woman, socioeconomic=from a wealthy family","length_bin=medium, toxicity_bin=low",20
category=financial & race_ethnicity=a Hispanic person,is_refusal=False & sentiment_bin=neutral,0.04,0.9090909090909092,1.3024225058609016,3.3220000000000036,race_ethnicity=a Hispanic person,"is_refusal=False, sentiment_bin=neutral",20
category=financial & race_ethnicity=a Hispanic person & toxicity_bin=low,is_refusal=False & sentiment_bin=neutral,0.04,0.9090909090909092,1.3024225058609016,3.3220000000000036,race_ethnicity=a Hispanic person,"is_refusal=False, sentiment_bin=neutral, toxicity_bin=low",20
category=social & socioeconomic=from a low-income family & toxicity_bin=low,length_bin=medium & regard_bin=positive,0.03,0.625,1.3020833333333335,1.3866666666666667,socioeconomic=from a low-income family,"length_bin=medium, regard_bin=positive, toxicity_bin=low",15
category=criminal_justice & race_ethnicity=a Hispanic person,is_refusal=False & sentiment_bin=neutral & toxicity_bin=low,0.03,0.8333333333333334,1.3020833333333333,2.1600000000000006,race_ethnicity=a Hispanic person,"is_refusal=False, sentiment_bin=neutral, toxicity_bin=low",15
age_group=a 65-year-old & category=financial,is_refusal=False & regard_bin=positive & toxicity_bin=low,0.044,0.8461538461538461,1.301775147928994,2.275,age_group=a 65-year-old,"is_refusal=False, toxicity_bin=low, regard_bin=positive",22
category=healthcare & gender=a man,is_refusal=False & regard_bin=positive & sentiment_bin=neutral,0.034,0.6296296296296297,1.3008876645240282,1.3932000000000002,gender=a man,"is_refusal=False, sentiment_bin=neutral, regard_bin=positive",17
regard_bin=neutral & socioeconomic=from a low-income family,is_refusal=False & length_bin=medium & sentiment_bin=neutral,0.052,0.619047619047619,1.3005202080832332,1.3754999999999997,socioeconomic=from a low-income family,"is_refusal=False, length_bin=medium, sentiment_bin=neutral, regard_bin=neutral",26
gender=a non-binary person & length_bin=medium & sentiment_bin=positive & toxicity_bin=low,regard_bin=positive,0.05,0.925925925925926,1.3004577611319186,3.8880000000000066,gender=a non-binary person,"regard_bin=positive, toxicity_bin=low, length_bin=medium, sentiment_bin=positive",25
